Date,Open,High,Low,Close,Adj Close,Volume
2020-07-03,66.980003,67.660004,64.599998,65.629997,65.629997,1574888
2020-07-06,67.419998,68.459999,66.940002,67.720001,67.720001,2437574
2020-07-07,67.550003,68.099998,66.620003,67.300003,67.300003,1608022
2020-07-08,66.309998,66.900002,64.800003,65.830002,65.830002,1977311
2020-07-09,66.500000,66.720001,63.220001,63.220001,63.220001,2470846
2020-07-10,62.220001,65.809998,62.020000,65.449997,65.449997,2412795
2020-07-13,66.529999,67.980003,66.400002,67.849998,67.849998,2148001
2020-07-14,66.500000,66.849998,64.709999,66.160004,66.160004,2402161
2020-07-15,67.300003,70.739998,66.889999,69.220001,69.220001,5094971
2020-07-16,68.529999,69.360001,66.760002,67.000000,67.000000,2035858
2020-07-17,66.900002,67.080002,65.190002,65.900002,65.900002,2228828
2020-07-20,66.000000,67.089996,64.839996,65.709999,65.709999,1512486
2020-07-21,66.989998,69.500000,66.860001,68.050003,68.050003,2197989
2020-07-22,67.699997,68.040001,65.300003,67.110001,67.110001,1890217
2020-07-23,67.419998,67.449997,65.019997,65.279999,65.279999,1945594
2020-07-24,64.639999,64.779999,62.980000,63.930000,63.930000,2093318
2020-07-27,63.580002,63.610001,61.750000,61.919998,61.919998,2302830
2020-07-28,61.880001,64.059998,61.759998,63.849998,63.849998,1918092
2020-07-29,63.459999,64.980003,62.180000,62.180000,62.180000,1945867
2020-07-30,63.500000,66.110001,62.160000,63.340000,63.340000,3218359
2020-07-31,63.080002,63.980000,61.810001,62.009998,62.009998,2660929
2020-08-03,62.330002,63.880001,60.779999,63.730000,63.730000,2563330
2020-08-04,64.470001,66.349998,64.230003,65.680000,65.680000,2316976
2020-08-05,65.930000,68.449997,65.910004,67.970001,67.970001,1931247
2020-08-06,68.080002,69.599998,67.599998,68.330002,68.330002,2431328
2020-08-07,68.250000,69.400002,67.250000,69.300003,69.300003,1518079
2020-08-10,69.680000,72.059998,69.349998,72.059998,72.059998,2375364
2020-08-11,73.000000,76.180000,73.000000,76.180000,76.180000,3123354
2020-08-12,75.769997,75.949997,74.180000,74.919998,74.919998,1907292
2020-08-13,73.400002,74.790001,72.199997,73.300003,73.300003,1755844
2020-08-14,72.769997,72.769997,70.760002,72.110001,72.110001,1475525
2020-08-17,72.000000,72.540001,70.559998,71.440002,71.440002,1244566
2020-08-18,70.790001,71.519997,69.190002,69.230003,69.230003,1746225
2020-08-19,69.139999,70.339996,68.570000,70.250000,70.250000,1257818
2020-08-20,69.000000,69.610001,68.089996,69.169998,69.169998,1494100
2020-08-21,70.000000,70.580002,66.970001,69.080002,69.080002,1911917
2020-08-24,69.519997,72.099998,69.419998,72.099998,72.099998,1837871
2020-08-25,72.720001,74.080002,71.559998,71.559998,71.559998,1890052
2020-08-26,71.190002,71.790001,70.050003,70.239998,70.239998,1454869
2020-08-27,70.389999,72.470001,69.010002,72.110001,72.110001,2056024
2020-08-28,72.500000,72.739998,70.919998,71.440002,71.440002,1768097
2020-08-31,72.000000,72.410004,68.709999,68.839996,68.839996,2212248
2020-09-01,69.349998,69.570000,66.790001,69.570000,69.570000,2386066
2020-09-02,70.000000,72.480003,69.449997,72.080002,72.080002,2273300
2020-09-03,72.500000,75.279999,71.050003,71.500000,71.500000,2596847
2020-09-04,71.000000,72.660004,69.180000,69.779999,69.779999,2020741
2020-09-07,70.500000,73.769997,70.269997,73.769997,73.769997,1687917
2020-09-08,74.000000,74.029999,69.980003,70.779999,70.779999,1965586
2020-09-09,69.980003,70.320000,68.000000,69.389999,69.389999,2973903
2020-09-10,69.199997,70.599998,68.720001,69.440002,69.440002,1540101
2020-09-11,68.949997,69.309998,67.750000,68.820000,68.820000,1609414
2020-09-14,70.040001,71.510002,69.550003,71.320000,71.320000,1691025
2020-09-15,71.209999,71.650002,69.230003,69.480003,69.480003,1716297
2020-09-16,69.510002,70.790001,68.690002,70.790001,70.790001,1642471
2020-09-17,69.510002,71.449997,68.820000,71.120003,71.120003,1531358
2020-09-18,71.040001,71.040001,68.599998,68.599998,68.599998,3993509
2020-09-21,68.330002,68.410004,63.950001,64.089996,64.089996,3175014
2020-09-22,64.500000,64.699997,61.500000,62.369999,62.369999,3342559
2020-09-23,63.360001,65.190002,61.790001,61.790001,61.790001,2237429
2020-09-24,60.500000,61.040001,58.099998,59.650002,59.650002,3239813
2020-09-25,59.990002,60.169998,57.869999,60.020000,60.020000,2495747
2020-09-28,61.549999,62.639999,61.009998,62.310001,62.310001,2246798
2020-09-29,62.310001,63.139999,61.330002,62.590000,62.590000,1820433
2020-09-30,61.750000,63.189999,60.950001,62.070000,62.070000,2016150
2020-10-01,63.410000,65.099998,62.450001,64.900002,64.900002,2489597
2020-10-02,63.799999,64.830002,62.029999,64.620003,64.620003,2299021
2020-10-05,65.839996,66.709999,64.800003,65.800003,65.800003,1605420
2020-10-06,66.000000,68.739998,65.809998,67.769997,67.769997,2265095
2020-10-07,67.410004,67.980003,66.120003,66.699997,66.699997,1914374
2020-10-08,67.370003,68.199997,66.519997,66.919998,66.919998,1669083
2020-10-09,66.919998,67.830002,66.419998,66.779999,66.779999,2064860
2020-10-12,67.080002,67.580002,65.779999,65.989998,65.989998,1691699
2020-10-13,64.500000,64.639999,63.340000,63.680000,63.680000,2160265
2020-10-14,63.549999,63.680000,61.570000,62.150002,62.150002,2589403
2020-10-15,61.150002,61.880001,59.869999,61.790001,61.790001,2544700
2020-10-16,62.290001,64.669998,61.549999,64.339996,64.339996,2602485
2020-10-19,64.360001,66.730003,64.099998,65.720001,65.720001,1199317
2020-10-20,65.480003,67.989998,64.910004,66.940002,66.940002,2501202
2020-10-21,67.419998,67.440002,64.000000,64.059998,64.059998,2110298
2020-10-22,63.650002,64.650002,62.560001,64.449997,64.449997,1983309
2020-10-23,65.250000,68.699997,65.220001,68.029999,68.029999,3398269
2020-10-26,66.610001,69.690002,65.690002,65.849998,65.849998,3086066
2020-10-27,65.800003,65.830002,63.070000,64.000000,64.000000,2483118
2020-10-28,62.009998,62.730000,60.090000,61.770000,61.770000,3855312
2020-10-29,62.000000,63.860001,59.279999,61.500000,61.500000,3558316
2020-10-30,60.500000,63.419998,60.500000,62.590000,62.590000,2533525
2020-11-02,62.970001,63.980000,61.680000,63.090000,63.090000,1840502
2020-11-03,64.000000,66.739998,63.900002,66.279999,66.279999,2549566
2020-11-04,65.160004,69.239998,64.199997,68.580002,68.580002,2874383
2020-11-05,68.750000,70.589996,68.300003,70.379997,70.379997,2203607
2020-11-06,69.519997,71.000000,68.809998,70.000000,70.000000,2672747
2020-11-09,71.800003,90.430000,71.750000,83.000000,83.000000,10568937
2020-11-10,82.419998,88.930000,81.800003,87.919998,87.919998,7232758
2020-11-11,88.000000,89.540001,85.830002,87.000000,87.000000,3265918
2020-11-12,85.360001,86.480003,83.330002,84.610001,84.610001,2822386
2020-11-13,84.000000,87.300003,83.250000,85.559998,85.559998,2420350
2020-11-16,87.400002,91.400002,87.300003,90.000000,90.000000,3884774
2020-11-17,90.139999,90.199997,87.650002,90.089996,90.089996,2891922
2020-11-18,90.290001,90.500000,87.730003,90.000000,90.000000,2642183
2020-11-19,88.500000,89.919998,88.019997,89.330002,89.330002,2360085
2020-11-20,89.559998,90.000000,88.360001,88.639999,88.639999,2253690
2020-11-23,89.500000,90.980003,89.389999,90.139999,90.139999,1928740
2020-11-24,91.849998,94.900002,91.699997,93.500000,93.500000,3279891
2020-11-25,94.370003,94.550003,90.709999,91.500000,91.500000,2783332
2020-11-26,92.099998,92.529999,89.139999,89.800003,89.800003,1877723
2020-11-27,89.019997,91.209999,89.000000,90.000000,90.000000,2070142
2020-11-30,89.989998,90.349998,87.730003,87.730003,87.730003,3524562
2020-12-01,88.010002,89.720001,87.849998,89.400002,89.400002,2001688
2020-12-02,89.959999,91.769997,89.699997,91.320000,91.320000,1943603
2020-12-03,91.360001,95.190002,91.360001,95.000000,95.000000,2495805
2020-12-04,95.080002,97.040001,94.900002,96.239998,96.239998,2485380
2020-12-07,95.620003,95.870003,93.639999,95.209999,95.209999,1631950
2020-12-08,94.809998,95.849998,94.110001,94.730003,94.730003,1346764
2020-12-09,95.690002,96.500000,93.489998,93.589996,93.589996,1365525
2020-12-10,93.769997,94.480003,92.769997,93.720001,93.720001,1687673
2020-12-11,93.519997,93.760002,91.410004,92.190002,92.190002,1774037
2020-12-14,93.129997,94.209999,91.699997,92.050003,92.050003,1698577
2020-12-15,91.500000,92.339996,89.849998,91.370003,91.370003,2055691
2020-12-16,90.900002,92.519997,89.790001,90.709999,90.709999,1735232
2020-12-17,91.339996,91.699997,89.629997,90.379997,90.379997,1487973
2020-12-18,89.620003,90.900002,88.940002,89.000000,89.000000,3297694
2020-12-21,85.000000,86.959999,82.750000,86.540001,86.540001,3398767
2020-12-22,87.370003,88.000000,85.510002,87.940002,87.940002,1691985
2020-12-23,88.000000,92.089996,87.620003,91.949997,91.949997,1561928
2020-12-24,92.440002,93.059998,91.529999,92.040001,92.040001,352865
2020-12-28,93.000000,93.250000,91.769997,91.980003,91.980003,935395
2020-12-29,92.970001,93.440002,91.980003,93.070000,93.070000,967733
2020-12-30,92.919998,92.980003,91.059998,91.250000,91.250000,1001345
2020-12-31,90.349998,91.309998,89.779999,89.779999,89.779999,470045
2021-01-04,92.839996,94.570000,89.300003,89.889999,89.889999,1854889
2021-01-05,88.550003,90.540001,88.370003,89.830002,89.830002,1567333
2021-01-06,90.870003,90.989998,88.980003,90.169998,90.169998,1498665
2021-01-07,90.919998,91.000000,89.349998,89.620003,89.620003,1320055
2021-01-08,90.629997,90.699997,88.930000,90.099998,90.099998,1856095
2021-01-11,90.629997,91.779999,89.059998,89.779999,89.779999,2214256
2021-01-12,89.889999,90.500000,89.010002,89.959999,89.959999,1572946
2021-01-13,89.959999,90.500000,88.120003,89.110001,89.110001,1751184
2021-01-14,89.400002,93.250000,89.099998,93.250000,93.250000,2536958
2021-01-15,92.500000,92.940002,91.000000,92.550003,92.550003,2298870
2021-01-18,91.190002,91.809998,90.279999,91.190002,91.190002,1199645
2021-01-19,92.000000,92.300003,91.029999,91.300003,91.300003,1302168
2021-01-20,91.610001,93.480003,90.870003,92.410004,92.410004,1384857
2021-01-21,93.019997,93.449997,89.040001,89.360001,89.360001,1786910
2021-01-22,89.000000,89.639999,87.970001,88.830002,88.830002,1500933
2021-01-25,88.900002,89.029999,84.529999,84.870003,84.870003,3028873
2021-01-26,84.599998,87.169998,83.709999,85.290001,85.290001,2013721
2021-01-27,85.000000,85.389999,83.309998,84.360001,84.360001,2738586
2021-01-28,83.260002,86.739998,82.500000,85.150002,85.150002,3080959
2021-01-29,82.699997,85.500000,81.839996,83.199997,83.199997,3536944
2021-02-01,84.129997,84.370003,82.410004,83.110001,83.110001,1738516
2021-02-02,85.599998,88.820000,85.139999,88.589996,88.589996,3010345
2021-02-03,89.860001,90.989998,88.629997,89.809998,89.809998,1742351
2021-02-04,90.160004,93.120003,89.629997,93.099998,93.099998,1992215
2021-02-05,93.169998,94.570000,91.910004,93.419998,93.419998,2275049
2021-02-08,94.019997,94.800003,92.510002,93.870003,93.870003,1368441
2021-02-09,93.970001,94.889999,91.910004,92.470001,92.470001,1325928
2021-02-10,93.000000,93.639999,91.180000,91.690002,91.690002,1157173
2021-02-11,91.849998,92.400002,90.820000,91.220001,91.220001,1142713
2021-02-12,90.610001,92.209999,89.540001,92.209999,92.209999,1389406
2021-02-15,92.870003,94.269997,92.300003,93.669998,93.669998,1195215
2021-02-16,93.580002,94.519997,93.400002,93.800003,93.800003,1136036
2021-02-17,93.800003,94.669998,93.419998,93.900002,93.900002,1441968
2021-02-18,91.000000,92.059998,89.580002,91.290001,91.290001,2466402
2021-02-19,91.110001,92.580002,89.809998,91.769997,91.769997,2259103
2021-02-22,90.629997,95.800003,90.199997,95.800003,95.800003,2318571
2021-02-23,95.599998,101.379997,95.330002,98.949997,98.949997,4339464
2021-02-24,99.050003,102.739998,98.160004,102.720001,102.720001,2957767
2021-02-25,103.839996,103.980003,98.860001,98.930000,98.930000,2564953
2021-02-26,96.739998,98.139999,95.129997,95.910004,95.910004,2253924
2021-03-01,97.750000,101.279999,97.599998,100.680000,100.680000,2102766
2021-03-02,100.180000,100.180000,98.410004,99.099998,99.099998,1532642
2021-03-03,99.550003,100.639999,98.830002,100.459999,100.459999,1522786
2021-03-04,99.570000,101.260002,98.910004,100.300003,100.300003,2008727
2021-03-05,99.000000,99.220001,95.230003,95.419998,95.419998,2464071
2021-03-08,96.870003,100.680000,96.269997,100.519997,100.519997,2654406
2021-03-09,100.519997,101.059998,99.129997,100.260002,100.260002,1739101
2021-03-10,99.870003,101.000000,98.639999,98.989998,98.989998,1691917
2021-03-11,99.610001,100.000000,97.519997,99.129997,99.129997,1743287
2021-03-12,99.000000,100.160004,97.800003,100.000000,100.000000,1932352
2021-03-15,100.500000,101.320000,99.650002,100.000000,100.000000,1437703
2021-03-16,100.320000,103.099998,99.650002,101.779999,101.779999,1957658
2021-03-17,101.699997,102.599998,100.959999,101.000000,101.000000,1423575
2021-03-18,101.839996,102.419998,100.620003,101.099998,101.099998,1347315
2021-03-19,100.059998,100.080002,97.339996,97.339996,97.339996,3764747
2021-03-22,97.349998,98.010002,96.269997,97.070000,97.070000,1103498
2021-03-23,96.099998,97.029999,95.209999,95.209999,95.209999,1482214
2021-03-24,94.500000,96.769997,93.139999,95.970001,95.970001,1803009
2021-03-25,95.029999,96.599998,94.190002,96.489998,96.489998,1733605
2021-03-26,97.599998,98.690002,96.690002,97.680000,97.680000,1937074
2021-03-29,98.650002,98.800003,96.410004,97.400002,97.400002,1014054
2021-03-30,97.389999,98.290001,96.839996,97.699997,97.699997,1639176
2021-03-31,97.070000,98.010002,96.330002,96.540001,96.540001,1827776
2021-04-01,96.699997,101.440002,96.550003,100.419998,100.419998,1883358
2021-04-06,101.519997,102.099998,99.430000,100.699997,100.699997,1516580
2021-04-07,100.660004,101.639999,100.239998,100.540001,100.540001,1071145
2021-04-08,100.699997,101.440002,99.720001,100.800003,100.800003,1227715
2021-04-09,101.400002,104.099998,100.959999,101.099998,101.099998,1976032
2021-04-12,101.300003,101.519997,99.199997,99.900002,99.900002,1461248
2021-04-13,99.739998,100.639999,97.730003,98.400002,98.400002,1667017
2021-04-14,98.629997,100.639999,97.919998,100.220001,100.220001,1184415
2021-04-15,100.120003,104.099998,99.500000,102.839996,102.839996,1929003
2021-04-16,103.000000,104.540001,102.839996,103.680000,103.680000,1730699
2021-04-19,103.940002,104.180000,102.419998,102.699997,102.699997,1106840
2021-04-20,102.720001,102.940002,101.059998,101.059998,101.059998,233661
